0,basegame,0.0,0.0
1,basegame,0.0,0.0
2,basegame,0.5,0.0
3,basegame,0.0,0.0
4,basegame,0.0,0.0
5,basegame,0.0,0.0
6,basegame,0.0,0.0
7,basegame,0.0,0.0
8,basegame,0.0,0.0
9,basegame,0.0,0.0
10,basegame,0.0,0.0
11,basegame,0.0,0.0
12,basegame,0.0,0.0
13,basegame,1.5,0.0
14,basegame,0.0,0.0
15,basegame,0.0,0.0
16,basegame,3.1,0.0
17,basegame,0.0,0.0
18,basegame,0.0,0.0
19,basegame,0.0,0.0
20,basegame,0.0,0.0
21,basegame,0.5,0.0
22,basegame,0.0,0.0
23,basegame,0.0,0.0
24,basegame,0.0,0.0
25,basegame,0.0,0.0
26,basegame,0.0,0.0
27,basegame,0.0,0.0
28,basegame,0.5,0.0
29,basegame,0.0,0.0
30,basegame,0.5,0.0
31,basegame,0.0,0.0
32,basegame,0.8,0.0
33,basegame,0.0,0.0
34,basegame,0.0,0.0
35,basegame,0.0,0.0
36,basegame,5.0,0.0
37,basegame,0.0,0.0
38,basegame,0.0,0.0
39,basegame,0.0,0.0
40,basegame,0.0,0.0
41,basegame,0.0,0.0
42,basegame,0.4,0.0
43,basegame,0.4,0.0
44,basegame,0.0,0.0
45,basegame,0.0,0.0
46,basegame,0.0,0.0
47,basegame,1.2,0.0
48,basegame,0.0,0.0
49,basegame,0.0,0.0
50,basegame,0.0,0.0
51,basegame,0.0,0.0
52,basegame,2.5,0.0
53,basegame,0.0,0.0
54,basegame,0.0,0.0
55,basegame,0.0,0.0
56,basegame,0.0,0.0
57,basegame,0.0,0.0
58,basegame,0.0,0.0
59,basegame,0.0,0.0
60,basegame,0.0,0.0
61,basegame,0.0,0.0
62,basegame,0.0,0.0
63,basegame,0.0,0.0
64,basegame,0.0,0.0
65,basegame,0.4,0.0
66,basegame,2.0,0.0
67,basegame,1.6,0.0
68,basegame,0.0,0.0
69,basegame,0.4,0.0
70,basegame,0.0,0.0
71,basegame,0.4,0.0
72,basegame,0.0,0.0
73,basegame,0.0,0.0
74,basegame,0.0,0.0
75,basegame,0.0,0.0
76,basegame,0.0,0.0
77,basegame,0.0,0.0
78,basegame,0.0,0.0
79,basegame,3.3,0.0
80,basegame,0.0,0.0
81,basegame,0.0,0.0
82,basegame,0.0,0.0
83,basegame,0.0,0.0
84,basegame,1.5,0.0
85,basegame,0.8,0.0
86,basegame,0.0,0.0
87,basegame,8.5,0.0
88,basegame,0.0,0.0
89,basegame,0.8,0.0
90,basegame,0.4,0.0
91,basegame,1.3,0.0
92,basegame,0.0,0.0
93,basegame,3.7,0.0
94,basegame,0.6,0.0
95,basegame,0.0,0.0
96,basegame,0.0,0.0
97,basegame,0.0,0.0
98,basegame,0.4,0.0
99,basegame,0.0,0.0
